Feb	Mar	April	May	June	July	Aug
0.0	0.00582016972885	0.0524141143589	0.0	0.0	0.00559270975808	0.392956650873
0.0	0.0	0.0	0.0959161058719	0.00572385537845	0.0956277419037	0.0
0.0	0.0	0.327391962334	0.0	0.0	0.0	0.0
0.0	0.131297359047	0.00133342312614	0.0145639538054	0.308798270917	0.596925890947	0.0
0.312027103331	0.258581235698	0.400500825537	0.111193860841	0.0201302454114	0.0301470318822	0.0345432026199
0.0	0.0283371863009	0.115703278324	0.0231130696765	0.0778355867354	0.047145712182	0.369588989442
0.0137175071694	0.0274706545345	0.0198148551946	0.00488007222507	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.00168294070327	0.0	0.0
0.440838577245	0.508924491277	0.703360061092	0.679632731559	0.364177166632	0.503850574148	0.592188565306
0.0	0.0791447861965	0.237956295009	0.711974110032	0.881818181818	0.0	0.597149643705
0.00126687247398	0.0086263716688	0.0452177446984	0.0104899836864	0.0	0.0	0.0
0.0	0.0	1.0	0.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0
0.521497053703	0.629063608966	0.226221997048	0.24417558361	0.360185661797	0.430878289991	0.389683061547
0.0	0.0	0.0	0.789247661273	0.0	0.0	0.0
0.226465384012	0.289837337149	0.067635023488	0.387317999578	0.00979335564611	0.0661432551412	0.141182622336
0.0	0.0	0.0	0.0	0.0	1.0	0.0
0.0266014007187	0.208173397555	0.144628660976	0.0344808735308	0.0770465798996	0.109501245368	0.374253946862
1.0	1.0	1.0	1.0	1.0	1.0	1.0
0.435023069951	0.207764823798	0.31726102808	0.337924497277	0.00426575663858	0.214147142218	0.26129467296
0.070134000608	0.816471665371	0.671081705577	0.416587731595	0.531153867666	0.703914026622	0.982007758606
0.0792461529595	0.06937267283	0.0	0.0	0.0	0.362675857393	0.0
0.0	0.0	0.0	0.0	0.0	0.0023278242735	0.0
0.0	0.0	0.0	0.0	0.0824126290319	0.225785997946	0.0852404662947
0.566131476128	0.144156610257	0.348967152049	0.0815351055412	0.0382745937603	0.0	0.0826475170788
0.0	0.0979645937915	0.031070253752	0.0970578203716	0.0686128538717	0.0851510212574	0.131120885535
0.0	0.0	0.0	0.0	0.0	0.0	0.00207915336875
0.0613330954929	0.375430560089	0.145641962135	0.368859485812	0.105514937893	0.22103714601	0.17069377907
0.205614903795	0.0	0.133908219771	0.0	0.0	0.278348749572	0.537016854728
0.0	0.585288870591	0.0	0.825211898035	0.833042778597	0.619537457435	0.0581309786608
1.0	0.0	0.0	1.0	0.0	0.0	0.0
0.0	0.0133259509998	0.345817319486	0.0	0.0	0.428369870965	0.0
0.113158970168	0.411829251137	0.625087446082	0.262776135509	0.465960881124	0.212155378742	0.0602437947012
0.0	0.0	0.0	0.0	0.0436851291903	0.0298719050643	0.0169001710824
0.0337350300804	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0337663872498	0.0334463108496	0.00687756974413	0.0
1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0842803795844	0.20505234505	0.171533135286	0.0352745936637	0.0	0.0743735406564	0.0
0.0396304228543	0.0139312506739	0.0	0.0	0.0	0.0	0.0
1.0	0.857195983637	0.0	0.205087440382	0.159055190903	0.0063697546036	0.0
0.0	0.0	0.0	0.0	1.0	1.0	1.0
1.0	0.555370061213	0.884180037349	0.0	0.771453089245	0.814013035382	1.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0
1.0	0.0	0.0	1.0	1.0	1.0	0.0
0.0077425748707	0.0566570025225	0.00986921805426	0.00695189802366	0.0107020248021	0.0235496498095	0.0333065968889
0.506722776512	0.764823470618	0.976848741238	0.0739529717762	0.0385576344813	0.801132371782	0.536221674298
0.0	0.0	0.285380195109	0.0	1.0	0.803169886082	0.0
0.0	1.0	1.0	0.0	0.0	0.0	1.0
0.0	0.217678495243	0.0	0.0427397311654	0.053609918159	0.0144287939021	0.0549912880881
0.0653755617376	0.549481601952	0.1858195388	0.116022950723	0.111109473343	0.0829999873011	0.136698674601
0.0582045542904	0.50378523733	0.068985313305	0.0242332405121	0.0675344615419	0.0282527107494	0.0212198394027
0.245405030699	0.321172458291	0.632913588264	0.290889132821	0.370769171849	0.373579105784	0.136602006008
0.34648418775	0.553354762293	0.375326413603	0.374400075317	0.825565524331	0.341886606659	0.477716485213
0.000658879677999	0.0	0.0	0.0	0.000352746128611	0.0	0.0
0.0	0.0065223062875	1.0	0.0	0.0	1.0	0.0
0.0	0.0	0.0	0.0	0.0	1.0	0.0
1.0	1.0	1.0	1.0	0.0	1.0	1.0
0.0	0.0472850188278	0.0	0.140609996799	0.0755991230502	0.00559995699233	0.142755174875
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0
0.0	0.0353773665026	0.0284622907203	0.0660513313203	0.0679423845471	0.0550197696995	0.10561633282
0.0253624814831	0.353985187601	0.00139433065157	0.248549260428	0.0973728797055	0.235171522654	0.0
0.961950666289	0.391940189182	0.439019581556	0.288760150311	0.721061682243	0.389063907155	0.011208366087
0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.0	1.0	1.0	0.358285532668	1.0	0.757123228734	0.0588174308428
0.241025711048	0.442882144852	0.353313590454	0.191111815963	0.756141779765	0.364313146657	0.504347826087
0.124799659221	0.0	0.24378685001	0.0	0.0	0.190926622574	0.0
0.0	0.172158576638	0.0227591674564	0.0	0.0749486572805	0.245558164563	0.0
0.0772815344815	0.0197802197802	0.0	0.0	0.0	0.0	0.0
0.465561896903	0.65147598883	0.780671553668	0.617681617	0.655097289455	0.629373997587	0.518169998492
0.395210836826	0.113949521983	0.25367628679	0.0998019136343	0.00352835060663	0.080324934985	0.0
0.197157469116	0.0	0.134203592397	0.476290970212	0.0	0.0842188363646	0.0
1.0	0.77800130263	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.314075107082	0.452127711053	0.0503975492531	0.3646721982
0.0	0.0	0.0	0.0	0.0	0.0	0.18493026034
0.227400576779	0.581209233674	0.559670125033	0.460515616512	0.629837626663	0.213725110644	0.426238023318
0.0	0.606615592833	0.00159187506964	0.00550711335475	0.0	0.0391837246481	0.0
1.0	0.61701489391	0.934675312107	0.841270218839	1.0	0.101867222861	1.0
0.88510747596	0.279987882946	0.0398103420494	0.0463581241845	0.0087990231954	0.00669482092582	0.0
0.278193339368	0.192235364418	0.0	0.252423505928	0.0	0.592170565408	0.0
0.0287101965743	0.00150787484992	0.0	0.0	0.0	0.0	0.0
1.0	1.0	0.0	0.0	0.0	0.0	0.0
0.605698104922	0.0	0.0	0.000644402558278	0.0	0.00654701354105	0.0
0.0	0.0	0.0	0.0	0.0	0.159953565875	0.00149579366306
0.0	0.0	0.0	0.0	1.0	0.0	0.0
0.0012274230866	0.121381823089	0.0	0.156223227874	0.191286558396	0.00261230745117	0.24455928797
0.0	0.0864365379298	0.0248039814546	0.0248877123701	0.0271442487171	0.0136950086894	0.0887525693731
0.0322870915059	0.0	0.0	0.00283335727258	0.0	0.0	0.0
0.428344612103	0.478819115336	0.786577201865	0.740063914787	0.845590622914	0.821516893775	0.665939387929
0.0910094069879	0.0544037207846	0.0119032329807	0.0117351681372	0.0129969850415	0.00693735748751	0.0
0.0	0.0119171120729	0.0	0.0511841582853	0.0	0.0367249539288	0.0303043005614
0.0410587037665	0.262655217794	0.325203252033	0.105171492636	0.0301202428668	0.285221319748	0.0
0.00524868258067	0.0290237912222	0.0210821591078	0.0210376214154	0.0250414437241	0.0152317844286	0.0142916332053
0.0	0.0	0.0	0.0	0.0134354882716	0.0589881654595	0.0
0.0	0.0338079951497	0.236558303683	0.0248783112416	0.249862611029	0.54743201192	0.0
0.517672621326	0.121671149582	0.189573485795	0.349956956437	0.0	0.146594215809	0.238256102051
0.261333529585	0.143534757156	0.500452980612	0.34640673798	0.402353814577	0.163114554611	0.527220873272
0.0	0.0322566771322	0.250119125245	0.00490788504053	0.064887686506	0.00792052518077	0.454232494092
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.204637539663	0.306030929123	0.0	0.0760423740323	0.461225586812	0.078757076926	0.0
0.154069115338	0.178679249266	0.320892317383	0.255535026876	0.212623431798	0.0855089704565	0.177343803127
0.0143110716663	0.0	0.0263200659657	0.0342160758932	0.000789579977517	0.0123804982438	0.0
0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	1.0	1.0	1.0	1.0	1.0
0.00944993614908	0.00465554121249	0.0	0.00518804723772	0.0141106664146	0.00444434558235	0.0
0.143940629587	0.0431093573979	0.0	0.199610474892	0.0221563640385	0.295256989275	0.0303753284614
1.0	0.490467484983	1.0	1.0	1.0	1.0	1.0
0.0	0.746011837103	0.233011354008	0.0	0.0	0.00491548751466	0.0
0.18469943219	0.00925214548427	0.0598572879315	0.0240258774874	0.0240877181413	0.024919193346	0.0
0.0	1.0	0.0	0.0	0.0	1.0	0.0
0.292065698883	0.0910606051522	0.108676919619	0.0108643167552	0.0114795445273	0.116798906176	0.0
0.00292074460687	0.130320502624	0.0439595313726	0.0569077182413	0.0665947789806	0.0295220694298	0.0247869596495
1.0	1.0	0.332073805084	0.363441244325	0.719677014883	0.537991338563	0.895259003536
0.0226860048118	0.214362321441	0.186307029925	0.0405721006568	0.186418491936	0.124753334589	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.0	0.0	0.0	0.0	0.0404265903107	0.178530963361	0.0600918995275
0.0	0.0656030229873	0.0341026900202	0.0653099610753	0.0	0.0231799132144	0.0
0.479986429881	0.115763003485	0.149211295477	0.395454703409	0.0	0.488208848856	0.0554671887108
0.0	0.0	0.0	0.0	1.0	0.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.0	0.063022194327	0.233273884122	0.0945422535211	0.060470324748	0.0	0.0
0.0	0.0	0.0	0.0	1.0	0.302523336805	0.0
0.0	0.24708978276	0.457394075947	0.170130974348	0.361149047948	0.0	0.127546980788
0.0	0.0	0.123228685508	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	1.0	1.0
0.0	0.0183699810999	0.575436627622	0.0	0.0	1.0	0.0
0.501985572822	0.501917313211	0.441544289552	0.364931001284	0.431151637556	0.410850911023	0.416613646591
0.781826443142	0.704541075214	0.296139159949	0.128187270265	0.0127455610125	0.0133914154774	0.0176201104194
0.660354507698	0.52341146731	0.254431471117	0.69796297941	0.653318609396	0.674494419273	0.597969706735
0.0	0.0	0.0	0.0	1.0	1.0	0.0
1.0	0.0	0.0	0.0274649821478	0.0	1.0	1.0
0.264537341475	0.117269539583	0.0183029966423	0.0	0.000330422210214	0.0020846740792	0.00511862010731
0.0	0.0	0.0	0.0874877340644	0.0	0.0983608926024	0.0
0.00016169389875	0.000177765328219	0.0	0.0	0.164709811312	0.499259182354	0.293044900983
0.0	0.0	1.0	1.0	0.0	1.0	0.0
0.0	0.0	0.0814796708221	0.0	0.0	0.0578132839335	0.0
0.0	0.0427158855935	0.03296630002	0.243456510323	0.251619408838	0.232029328507	0.13997148729
0.00553553201499	0.0	0.0	0.0	0.0698533178512	0.0	0.0
0.0	0.0	0.0	0.0	0.8	1.0	0.0
0.0	1.0	1.0	0.0	0.0	1.0	0.0
0.0	0.0	0.0	0.0	0.0149806450067	0.0	0.0
0.165298995006	0.765490801526	0.10511808977	0.332700827808	0.346340871082	0.0507308509937	0.018274511274
0.175400932925	0.347283457906	0.120011422608	0.231032304309	0.664521034855	0.00642552353681	0.052058470913
0.0	0.0	0.230481533427	1.0	1.0	1.0	1.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0
0.0	0.177432120302	0.0	0.160477465745	0.00063373364175	0.00963710402289	0.0
0.0	0.297933981364	0.104637490426	0.532431933612	0.0377563957347	0.186207225493	0.527791296969
0.0	0.0	0.0	0.0	1.0	1.0	0.0
0.0300913204635	0.0	0.0	0.0	0.0	0.0	0.0
1.0	1.0	1.0	1.0	0.873233917994	1.0	1.0
0.0	0.0306226035195	0.0869183885485	0.0553251070712	0.0193908676191	0.0231201410291	0.0
0.0128678837191	0.00396662669091	0.0348033012753	0.0445127079257	0.0	0.00435826155173	0.0
0.0	0.466284910841	0.0	0.0698336069003	0.0847552153006	0.0	0.0
0.0211887389492	0.0182263620572	0.0627055470292	0.136529600537	0.0355841580697	0.021737922479	0.00448654037886
0.0471390422309	0.120034414426	0.217148741848	0.0863434001869	0.129188093776	0.403522603558	0.212017632488
0.0	0.065821991886	0.0	0.0	0.0	0.0	0.0
1.0	1.0	0.0	1.0	0.0	1.0	1.0
0.0	0.0430799341276	0.0583265129267	0.135678431007	0.0736455871407	0.116251708957	0.106782598391
0.0	0.00824973999396	0.0	0.00994166958012	0.0	0.0814109945273	0.0
0.0	0.0	0.0	0.935713367334	0.119001790725	0.0	0.0
0.723119745186	0.698223498786	0.0	0.607647041772	0.105042016807	0.0	0.386622143379
0.0223066168646	0.105145060719	0.0640165253068	0.0343831516956	0.157096788642	0.266080618808	0.795315619149
0.0	0.0	0.0	0.000939706507017	0.0755665491009	0.0277985676209	0.0
0.0	0.0	0.0604097901227	0.011276939959	0.0	0.00331414719264	0.0
0.0	0.0	0.5	0.0	0.0	0.0	0.0
0.00569709870853	0.0	0.0	0.029761828355	0.0171761662593	0.0	0.0
0.0	0.190726301451	0.0218044077135	0.0	0.0	0.0	0.0
0.100774118867	0.355426181754	0.205664525931	0.0647735968935	0.229491345158	0.189210163073	0.528528468324
0.025361654921	0.0	0.0	0.0776028246351	0.024830166065	0.00203317796647	0.0162922467008
0.0	0.0	0.0	0.0705073563755	0.0	0.0	0.0
0.0	0.000744504015171	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.330861616443	0.348694989522	0.381821043196	0.0	0.549546555972
0.0644789867588	0.156732610083	0.0	0.281002638522	0.286967783714	0.0305276929786	0.158867706528
0.216600320623	0.0337025350065	0.0	0.203577899707	0.0	0.0	0.0
0.921896523224	0.365530214281	0.207359676458	0.0144452579857	0.144652282414	0.0227753451314	0.0
0.0	0.00216586104286	0.0	0.0	0.0	0.0	0.0
0.825640854568	0.126315032435	0.0	0.154892363668	0.0	0.0149074042624	0.110325782524
1.0	0.967836559584	1.0	1.0	0.905681110582	0.893823359631	0.713517550411
0.230398026095	0.513311456699	0.373044049722	0.499603639622	0.478201045805	0.533329741844	0.30528122043
0.00531093723198	0.0360831189068	0.0212650583194	0.304533219503	0.0	0.0	0.0
0.00912876361307	0.0177475558823	0.0	0.0	0.0783592556806	0.378912141475	0.0843674740378
0.0	0.0	0.0	0.0671125850149	0.0	0.0	0.0
0.0	0.143905754466	0.0	0.0	0.0	0.0	0.0
0.0	0.100527188205	0.0283641022094	0.0718487787655	0.0138831498008	0.119637404352	0.0
0.71153771465	0.696129830201	0.638539510522	0.74626586423	0.734439310836	0.52111840299	0.894473267041
0.0	0.0	0.0	0.0	0.0	1.0	0.0
0.0597177069898	0.0	0.0240074215631	0.0436468703531	0.180503997579	0.0582065044237	0.0
0.0815709099291	0.0264592661921	0.237549134822	0.0	0.00814627187236	0.0103501301159	0.0
0.203868407468	0.262415552341	0.128778692183	0.37386164206	0.279334248276	0.304864168796	0.61260069006
0.0	0.0	0.100162468333	0.6628273946	0.552000521308	0.8930727159	0.29822099021
0.20463624033	0.469138860506	0.0790366260879	0.335798685382	0.456526956095	0.453942398086	0.283231097133
0.0	0.0	0.322064561422	0.168306185944	0.294395716414	0.293025228352	0.0
0.0	1.0	1.0	1.0	1.0	1.0	0.0
0.663899674484	0.820272091404	0.973288629927	0.0	1.0	0.753583241455	0.0
0.0	1.0	1.0	0.0	0.0	0.0	0.0
0.670823219192	0.274261956795	0.490434586392	0.41636839515	0.0821595050428	0.115968281682	0.0864991123984
0.0	0.0	0.929048553417	0.504388370817	0.0	0.0	0.0
0.0	1.0	1.0	0.0	1.0	1.0	0.0
1.0	0.0	1.0	1.0	1.0	0.0	0.0
0.0176947022745	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.345598247587	0.0
0.0	0.0	0.0284595511061	0.0	0.0	0.00468949669977	0.0
0.0	1.0	0.0	1.0	1.0	1.0	0.0
0.49083503055	0.108893245411	0.0831076559363	0.304030151581	0.438880004489	0.266698715939	0.775538147292
0.0	0.0	0.0	0.0	0.0385377018289	0.02045406921	0.0
0.0885216884413	0.121448286162	0.0759752699408	0.0578836879994	0.0507435851583	0.11151141718	0.0
0.0	0.402681361206	0.0520170926323	0.307081975738	0.389314204485	0.261816348362	0.0784605589979
0.0	1.0	1.0	0.0	1.0	1.0	0.0
0.0	0.0	0.0	0.00149873489143	0.518126653182	0.228989293086	0.0
0.920481187057	0.544868786089	0.328580667921	0.24778748138	0.604438719612	0.373589031961	0.401881683669
0.298089875235	0.0	0.0	0.0	0.289659652542	0.0	0.0
0.0	0.0	0.0	0.252401030686	0.0	0.0	0.296879250709
0.00544129642881	0.0198501683814	0.0443167308415	0.00559063668906	0.0	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.10096500072
0.137080844604	0.0274899130492	0.0059694518	0.661493220062	0.902850187691	0.19307246325	0.258405868506
0.0490187400929	0.376809334145	0.284693357178	0.243477789962	0.0626244683375	0.181388579646	0.500489367381
0.532032850674	0.168567033983	0.220685296155	0.0839165635476	0.353140261716	0.189648127971	0.26116416553
0.927729550427	0.691917402781	0.261920466265	0.230298416565	0.260866586275	0.0540092222002	0.508103279595
1.0	1.0	0.0	0.0	0.0	0.0	0.0
0.945021066694	1.0	0.0	0.946261839189	0.936292376055	0.0	1.0
0.0	0.0	0.0868505709552	0.101559477458	0.0283408433065	0.0785732850363	0.0
0.290322580645	0.672896193111	0.0	0.316403366307	0.127551088066	0.331758630888	0.0637035714576
0.0528322130195	0.333102329464	0.267076723859	0.583965561333	0.139333575147	0.189131655974	0.208030548484
0.0	0.0	0.0	0.0	0.0	0.121254679044	0.29377914402
0.127691763357	0.402496699477	0.15451582616	0.271633189961	0.18541692848	0.153202942488	0.442033260813
1.0	0.520950552724	1.0	0.688449874976	0.906941195544	0.620682710028	1.0
0.0	0.0	0.0	0.150015291004	0.0395305278132	0.0	0.0
0.0606350340019	0.0220448873771	0.0549164103278	0.102534798535	0.252586675979	0.119095008045	0.16933883892
0.142857142857	0.779677447784	0.111111111111	0.142857142857	0.142857142857	0.0	0.0
0.0	0.0590081441472	0.0	0.121559198008	0.0247819282757	0.0114094177785	0.0
0.0	0.00592096643938	0.0207888508585	0.0	0.00216886444931	0.0327623117471	0.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0
0.0	0.0	0.0	0.90515166105	0.0	0.0	0.0
0.020420465677	0.623050273308	0.0	0.0	0.0	0.0	0.0
0.227353932535	0.18728246241	0.0284111859341	0.163959881021	0.191792245831	0.0143912559953	0.188572691231
0.0972901233732	1.0	1.0	1.0	1.0	1.0	1.0
0.0	0.0	0.0	0.0	0.0	0.389406166965	0.0600439628244
0.0	0.272851296044	0.835413299814	0.0752424740746	0.0047964305633	0.170720854346	0.0433196940046
0.0029448233106	0.00294826860032	0.0	0.00200518634664	0.00132764122409	0.0	0.0
0.974741494988	0.852727983984	0.797401701637	0.715305881257	0.924826160496	0.705546408059	0.874018227988
1.0	1.0	0.0	1.0	1.0	1.0	1.0
0.0232959265072	0.0	0.0935009181347	0.600707476363	0.634969811856	0.614895770667	0.357159065124
0.675877442611	0.608894583288	0.454456772033	0.520458726239	0.852991518692	0.766167874344	0.923387969274
1.0	0.992758196857	0.401861999882	1.0	1.0	1.0	1.0
0.0	0.125537511685	0.0116722902237	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	1.0	0.0	0.0
0.0	0.0	0.0	1.0	1.0	0.0	0.0
0.609267741655	0.000583805586843	0.000448684538512	0.0212534430578	0.0	0.00561661509211	0.0
0.0	0.0	0.0	0.0	0.0	0.0394996894235	0.0
0.0872907644123	0.0653724448786	0.0216483746292	0.0	0.0	0.0	0.0
0.141877022654	0.0265735355792	0.0739074399531	0.235123886079	0.306127648732	0.224090782106	0.0239599789363
0.0393730619477	0.0	0.0	0.0	0.274421978993	0.0	0.0
0.350116900468	0.111118073724	0.848863634894	0.0215570038773	0.439973194654	0.19535550724	0.531399648664
1.0	0.0	0.0	1.0	0.0	0.0	0.0
0.679181161206	0.835916530709	0.0220246644147	0.834007658105	0.788451622125	0.377966190302	0.234412306433
0.0	1.0	1.0	0.0	0.0	1.0	1.0
0.0	0.0	0.230290456432	0.311979891158	0.422410440344	0.0670808643849	0.158524205317
0.0	0.00203657328475	0.0784809959948	0.0312026171195	0.0	0.0	0.0
0.0	0.0	1.0	1.0	0.0	1.0	1.0
0.0349188483754	0.161096319133	0.148879649634	0.0330990806165	0.0321241617571	0.184726282222	0.058800050418
0.0	0.0	1.0	0.0	0.0	0.0	0.0
0.113988959216	0.0410621541897	0.161644629627	0.00421173946245	0.150042687502	0.0290007003132	0.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0
0.0	0.0	0.0210626429838	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0629777074091	0.0	0.039053563842
0.00150209241473	0.0811171678295	0.0631247505185	0.0	0.133346838875	0.0	0.0
0.0	0.0	0.0	0.0383849162633	0.275639276392	0.0	0.0
0.695919529322	0.325256769374	0.514647256439	0.405269011149	0.141595824643	0.0966424540948	0.312111724884
0.0	0.0	0.0	0.0	0.0	1.0	0.0
0.288649291111	0.0	0.0	0.0	0.0	0.0	0.0
0.087703908895	0.164713284643	0.0	0.117517847337	0.0	0.0	0.0
0.104673361526	0.152148140023	0.129848828208	0.0558341664785	0.0	0.0178614372226	0.0
0.0	0.0	0.0	0.0	0.151034114928	0.00749008869659	0.0
0.0	0.00763941940413	0.0	0.0	0.00883548330094	1.0	0.423022103572
1.0	0.618077657543	0.30304482293	0.205718824464	0.150731078996	0.0724357132415	0.158929900042
1.0	1.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	1.0	1.0	1.0
0.0820785981266	0.105470194849	0.0393586866659	0.0	0.0	0.0	0.0
0.357119897139	0.604970193205	1.0	1.0	0.417868525607	1.0	0.369018824272
1.0	1.0	1.0	1.0	1.0	0.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0
0.013126957537	0.209160442256	0.121173591907	0.127943876873	0.175532866871	0.18694796189	0.327478416195
0.578065094182	1.0	0.0290819451249	0.0	0.0	0.0	0.0
0.0	0.0439178700097	0.0151301941332	0.0482035583486	0.0499814330287	0.0	0.1101625387
0.0	0.0	0.0	0.0	1.0	1.0	1.0
0.0124082865775	0.148383897232	0.0326608257643	0.173605748703	0.0183245260874	0.11226553239	0.140623940319
1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.985388161316	0.93874431658	0.9100845967	0.917563167223
0.0950974085281	0.0705449933171	0.0972365102786	0.184730024969	0.158950662994	0.177583116702	0.0
0.0	0.0486329976683	0.0	0.0350207513107	0.0	0.078915376077	0.0
0.317637784931	0.0877081479598	0.0532565571964	0.0	0.0	0.0	0.0
0.0286867610598	0.0404437218493	0.634958374707	0.677274947094	0.575221358294	0.802086997436	0.666453729978
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.0	0.0	0.0	0.0	1.0	1.0	0.0
0.214288952355	0.213712207759	0.143313545829	0.160888247061	0.0	0.0552673096628	0.0
0.0	0.0	0.0	0.0134825401106	0.0	0.0	0.0
0.0330947342213	0.0	0.0	0.0121052268741	0.0890206953217	0.0	0.0
0.0175656853863	0.0	0.0	0.0281285479274	0.0	0.0	0.0
0.0	0.0	0.0239117044158	0.0	0.0	0.0	0.0
0.0	0.0814077742414	0.0	0.0	0.0178597772781	0.174767050177	0.143197662957
0.0788661661921	0.0120908073772	0.0356891875029	0.0345078159971	0.0	0.0	0.0
0.0	0.0	0.45959525471	0.0	0.0728386475498	0.553396888507	0.956580511718
0.0329810752756	0.0	0.0195294193176	0.0	0.0	0.00683348719693	0.00486214399211
0.0	0.0	0.00894652533997	0.012286067771	0.0	0.0460380932337	0.0
0.0	0.0	0.0	0.0	1.0	0.0	0.0
0.0	0.640035609483	0.063728467832	0.0671088754777	0.0	0.0	0.0
0.346440269016	0.0743981349596	0.053282768739	0.361170879563	0.0808292340126	0.0635551698819	0.0921402383135
0.0791312196613	0.051409959923	0.0	0.0	0.0	0.0	0.0
0.00177939660035	0.00316044984822	0.0	0.0	0.0	0.0	0.0
0.346067140928	0.208044900323	0.338619860115	0.15944676886	0.0376937263403	0.23509445919	0.0859855643572
0.0	0.0	0.295644609081	0.0528574076699	0.0749824977932	0.0041388092964	0.0682693966757
0.411663980661	0.44498506965	0.0698027184797	0.0145134893105	0.303110592973	0.090264255911	0.0521096128752
